ftype,batch,filename,family_id,family_name,strategy_name,original_category
md,2023_origin_explain,57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.md,06,技术指标与形态,韶华研究之四-菲阿里四阶在T+1的短线策略应用,技术指标策略
md,2023_origin_explain,99.全市场选股？7年5倍不择时，回撤30%左右.md,05,择时策略,全市场选股？7年5倍不择时，回撤30%左右,基本面选股策略
md,2023_origin_explain,71.lightGBM.md,08,机器学习与AI,lightGBM,机器学习策略
md,2023_origin_explain,37.ETF动量轮动RSRS择时-魔改4-低通滤波.md,02,ETF轮动,ETF动量轮动RSRS择时-魔改4-低通滤波,ETF轮动策略
md,2023_origin_explain,35.最简强者恒强策略.md,06,技术指标与形态,最简强者恒强策略,技术指标策略
md,2023_origin_explain,33.趋势交易5.0 无择时-2年5倍不是梦.md,05,择时策略,趋势交易5.0 无择时-2年5倍不是梦,技术指标策略
md,2023_origin_explain,97.韶华研究之六，简单不一样的发现趋势，3年6倍.md,06,技术指标与形态,韶华研究之六，简单不一样的发现趋势，3年6倍,技术指标策略
md,2023_origin_explain,61.分享一个最近两年非常有效的因子.md,07,趋势跟踪与动量,分享一个最近两年非常有效的因子,趋势跟踪策略
md,2023_origin_explain,19.人人可躺平16年3400%.md,07,趋势跟踪与动量,人人可躺平16年3400%,趋势跟踪策略
md,2023_origin_explain,59.可能是最接近实盘的“基本面三角.md,04,基本面价值选股,"可能是最接近实盘的""基本面三角",基本面选股策略
md,2023_origin_explain,25.这个可入得了你们法眼.md,04,基本面价值选股,这个可入得了你们法眼,基本面选股策略
md,2023_origin_explain,68.宽基BBI动量追涨，完美避开这波大跌~.md,02,ETF轮动,宽基BBI动量追涨，完美避开这波大跌~,ETF轮动策略
md,2023_origin_explain,77.【基金增强思考2.0】优秀基金的持续性与周期的关系密不可分.md,15,其他,【基金增强思考2.0】优秀基金的持续性与周期的关系密不可分,其他策略
md,2023_origin_explain,42.二板排板战法研究.md,03,打板与龙头,二板排板战法研究,龙头/涨停板策略
md,2023_origin_explain,2.多策略融合-80倍-无未来函数.md,03,打板与龙头,多策略融合,龙头/涨停板策略
md,2023_origin_explain,74.勾股神器2代码40行，年化一百点.md,06,技术指标与形态,勾股神器2代码40行，年化一百点,技术指标策略
md,2023_origin_explain,47.动量ETF轮动-RSRS择时-卡尔曼滤波.md,02,ETF轮动,动量ETF轮动-RSRS择时-卡尔曼滤波,ETF轮动策略
md,2023_origin_explain,12.【不含未来！】宽基etf轮动8年50倍年化60%.md,02,ETF轮动,【不含未来！】宽基etf轮动8年50倍年化60%,ETF轮动策略
md,2023_origin_explain,15.动量ETF轮动RSRS择时-升级.md,02,ETF轮动,动量ETF轮动RSRS择时-升级,ETF轮动策略
md,2023_origin_explain,4.8年10倍，回撤小，有滑点！ETF动量简单轮动策略！.md,02,ETF轮动,8年10倍，回撤小，有滑点！ETF动量简单轮动策略！,ETF轮动策略
md,2024_1_origin_explain,68.业绩预告小工具--已更新.md,15,其他,业绩预告小工具--已更新,其他策略
md,2024_1_origin_explain,5.尝试用机器学习批量生产小盘策略.md,01,小市值与微盘股,尝试用机器学习批量生产小盘策略,机器学习策略
md,2024_1_origin_explain,19.高股息低市盈率高增长的价投策略.md,04,基本面价值选股,高股息低市盈率高增长的价投策略,基本面选股策略
md,2024_1_origin_explain,7.连板龙头策略.md,03,打板与龙头,连板龙头策略,龙头/涨停板策略
md,2024_1_origin_explain,"58.融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！.md",11,期货与做空,"融券做空,3年35倍多！已模拟2年半，动态跑盘收益惊人！",期货/做空策略
md,2024_1_origin_explain,14.四年多翻9倍，年化73%，成长因子评分筛选.md,04,基本面价值选股,四年多翻9倍，年化73%，成长因子评分筛选,基本面选股策略
md,2024_1_origin_explain,6.高股息低杠杆小市值轮动策略.md,01,小市值与微盘股,高股息低杠杆小市值轮动策略,基本面选股策略
md,2024_1_origin_explain,77.【复现】筹码分布因子.md,15,其他,【复现】筹码分布因子,其他策略
md,2024_1_origin_explain,92.【机器学习研究】动态多因子选股策略研究.md,08,机器学习与AI,【机器学习研究】动态多因子选股策略研究,机器学习策略
md,2024_1_origin_explain,25.低价股优化，18年至今10625.40%，已加防未来函数.md,15,其他,低价股优化，18年至今10625.40%，已加防未来函数,其他策略
md,2024_1_origin_explain,11.低价小盘简单有效.md,01,小市值与微盘股,低价小盘简单有效,基本面选股策略
md,2024_1_origin_explain,9.持仓95只大容量小市值，媲美金元顺安元启.md,01,小市值与微盘股,持仓95只大容量小市值，媲美金元顺安元启,基本面选股策略
md,2024_1_origin_explain,72.桥水 全天候策略 增加一致性度量ES 风险控制.md,14,资产配置与多策略组合,桥水 全天候策略 增加一致性度量ES 风险控制,资产配置策略
md,2024_1_origin_explain,87.山寨红利.md,04,基本面价值选股,山寨红利,基本面选股策略
md,2024_1_origin_explain,37.【择时模块实际效果】--论坛随便选了个策略加装.md,05,择时策略,【择时模块实际效果】--论坛随便选了个策略加装,择时策略
md,2024_1_origin_explain,26.【深度解析 六】高股息率-低PEG-低股价 模型.md,04,基本面价值选股,【深度解析 六】高股息率-低PEG-低股价 模型,基本面选股策略
md,2024_1_origin_explain,76.基金溢价（模拟效果好！）.md,02,ETF轮动,基金溢价（模拟效果好！）,基金策略
md,2024_1_origin_explain,3.【回顾3】ETF策略之核心资产轮动.md,02,ETF轮动,【回顾3】ETF策略之核心资产轮动,ETF轮动策略
md,2024_1_origin_explain,16.大市值价值投资，从2005年至今超额稳定.md,04,基本面价值选股,大市值价值投资，从2005年至今超额稳定,基本面选股策略
md,2024_1_origin_explain,40.14年初到23年7月，年化37，夏普1.25，稳健高收益！.md,15,其他,14年初到23年7月，年化37，夏普1.25，稳健高收益！,其他策略
md,2024_1_origin_explain,65.低开买入小市值策略（剥头皮策略）3.0 总结.md,01,小市值与微盘股,低开买入小市值策略（剥头皮策略）3.0 总结,小市值/微盘股策略
md,2024_1_origin_explain,4.首板低开策略.md,03,打板与龙头,首板低开策略,龙头/涨停板策略
md,2024_1_origin_explain,97.大周期顶底判断：FED指标+格雷厄姆指数一次搞定.md,05,择时策略,大周期顶底判断：FED指标+格雷厄姆指数一次搞定,择时策略
md,2024_1_origin_explain,95.基金的最爱与最恶.md,02,ETF轮动,基金的最爱与最恶,基金策略
md,2024_1_origin_explain,38.ETF核心资产轮动-添油加醋.md,02,ETF轮动,ETF核心资产轮动-添油加醋,ETF轮动策略
md,2024_1_origin_explain,27.根据大小盘相对强弱选择合适的板块股票进行交易.md,01,小市值与微盘股,根据大小盘相对强弱选择合适的板块股票进行交易,板块轮动策略
md,2024_1_origin_explain,32.非线性市值（非小市值）组合4只.md,01,小市值与微盘股,非线性市值（非小市值）组合4只,基本面选股策略
md,2024_1_origin_explain,50.新策略，一种新思路，超额376%！.md,07,趋势跟踪与动量,新策略，一种新思路，超额376%！,动量策略
md,2024_1_origin_explain,49.年化62%的动量策略.md,07,趋势跟踪与动量,年化62%的动量策略,动量策略
md,2024_1_origin_explain,48.低代码迁移成本的实盘方案jqtrade+one quant.md,15,其他,低代码迁移成本的实盘方案jqtrade+one quant,其他策略
md,2024_1_origin_explain,52.增强型投资组合优化（EPO）方法试用.md,02,ETF轮动,增强型投资组合优化（EPO）方法试用,资产配置策略
md,2024_1_origin_explain,57.【复现】技术分析算法、框架与实战之二：识别“圆弧底”.md,06,技术指标与形态,"【复现】技术分析算法、框架与实战之二：识别""圆弧底""",技术指标策略
md,2024_1_origin_explain,89.【复现·水】市场情绪指标专题行业指数顶部和底部信号.md,09,行业板块轮动,【复现·水】市场情绪指标专题行业指数顶部和底部信号,板块轮动策略
md,2024_1_origin_explain,2.“7年40倍”策略扩容到50只.md,04,基本面价值选股,"""7年40倍""策略扩容到50只",基本面选股策略
md,2024_1_origin_explain,54.追市场热点策略.md,09,行业板块轮动,追市场热点策略,板块轮动策略
md,2024_1_origin_explain,22.菜场大妈皇城大妈年化108大妈吉祥.md,01,小市值与微盘股,菜场大妈皇城大妈年化108大妈吉祥,基本面选股策略
md,2024_1_origin_explain,84.【社区研究】连板龙头策略-wywy：复现与研究.md,03,打板与龙头,【社区研究】连板龙头策略-wywy：复现与研究,龙头/涨停板策略
md,2024_1_origin_explain,60.【深度解析 二】资产负债与ROA模型.md,04,基本面价值选股,【深度解析 二】资产负债与ROA模型,基本面选股策略
md,2024_1_origin_explain,85.【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型.md,02,ETF轮动,【深度解析 七】BBI指标-大盘涨跌-宽基轮动模型,ETF轮动策略
md,2024_1_origin_explain,33.年化46.77，alpha191因子选股.md,04,基本面价值选股,年化46.77，alpha191因子选股,多因子策略
md,2024_1_origin_explain,61.聚类算法分析股票，看看今年大体能分出哪几类.md,15,其他,聚类算法分析股票，看看今年大体能分出哪几类,其他策略
md,2024_1_origin_explain,46.【深度解析 四】聚宽三因子基本面 模型.md,04,基本面价值选股,【深度解析 四】聚宽三因子基本面 模型,基本面选股策略
md,2024_1_origin_explain,86.根据连续亏损预判st股票.md,15,其他,根据连续亏损预判st股票,其他策略
md,2024_1_origin_explain,21.一种宏观数据的中长线策略，年化15%，最大回撤9%.md,15,其他,一种宏观数据的中长线策略，年化15%，最大回撤9%,其他策略
md,2024_1_origin_explain,31.动量因子加RSRS择时和ETF轮动每日调仓.md,05,择时策略,动量因子加RSRS择时和ETF轮动每日调仓,择时策略
md,2024_1_origin_explain,93.【复现】国信投资者情绪指数择时模型.md,05,择时策略,【复现】国信投资者情绪指数择时模型,择时策略
md,2024_1_origin_explain,73.稳健趋势策略，回测小，无未来函数.md,06,技术指标与形态,稳健趋势策略，回测小，无未来函数,技术指标策略
md,2024_1_origin_explain,51.【复现】行业有效量价因子与行业轮动策略.md,09,行业板块轮动,【复现】行业有效量价因子与行业轮动策略,板块轮动策略
md,2024_1_origin_explain,81.方正证券-多因子选股系列研究之四：“球队硬币”.md,04,基本面价值选股,"方正证券-多因子选股系列研究之四：""球队硬币""",多因子策略
md,2024_1_origin_explain,1.差不多得了.md,01,小市值与微盘股,差不多得了,小市值/微盘股策略
md,2024_1_origin_explain,39.大资金优质股策略，总收益1217%！无小市值因子！.md,04,基本面价值选股,大资金优质股策略，总收益1217%！无小市值因子！,基本面选股策略
md,2024_1_origin_explain,91.【复现】多任务时序动量策略.md,07,趋势跟踪与动量,【复现】多任务时序动量策略,动量策略
md,2024_1_origin_explain,29.高增股池小市值轮动.md,01,小市值与微盘股,高增股池小市值轮动,基本面选股策略
md,2024_1_origin_explain,64.基于XGBoost6m滚动选股策略.md,08,机器学习与AI,基于XGBoost6m滚动选股策略,机器学习策略
md,2024_1_origin_explain,15.10年52倍，年化59%，全新因子方法超稳定.md,04,基本面价值选股,10年52倍，年化59%，全新因子方法超稳定,多因子策略
md,2024_1_origin_explain,41.人工智能强化学习DQN交易智能体（回馈社区公开训练代码）.md,08,机器学习与AI,人工智能强化学习DQN交易智能体（回馈社区公开训练代码）,机器学习策略
md,2024_1_origin_explain,24.凑波热闹，也来试试多因子线性回归.md,04,基本面价值选股,凑波热闹，也来试试多因子线性回归,多因子策略
md,2024_1_origin_explain,35.5年12倍-小市值.md,01,小市值与微盘股,5年12倍-小市值,小市值/微盘股策略
md,2024_1_origin_explain,42.大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）.md,05,择时策略,大盘ETF动量轮动RSRS择时策略-无纳指（5年半861%）,择时策略
md,2024_1_origin_explain,23.wywy1995大神机器学习策略年化提升35pt.md,08,机器学习与AI,wywy1995大神机器学习策略年化提升35pt,机器学习策略
md,2024_1_origin_explain,78.国盛证券多因子.md,04,基本面价值选股,国盛证券多因子,多因子策略
md,2024_1_origin_explain,59.基于Gyro^.^大神的小市值策略的因子匹配研究.md,01,小市值与微盘股,基于Gyro^.^大神的小市值策略的因子匹配研究,小市值/微盘股策略
md,2024_1_origin_explain,90.【复现】凸显度因子.md,07,趋势跟踪与动量,【复现】凸显度因子,动量策略
md,2024_1_origin_explain,88.韶华研究之十六，指数增强.md,02,ETF轮动,韶华研究之十六，指数增强,基金策略
md,2024_1_origin_explain,8.科技与狠活.md,01,小市值与微盘股,科技与狠活,小市值/微盘股策略
md,2024_1_origin_explain,62.分享一种K线小碎步后突破的分钟级打法.md,06,技术指标与形态,分享一种K线小碎步后突破的分钟级打法,技术指标策略
md,2024_1_origin_explain,94.大市值小市值今年的一些分析，然后尝试预测小市值行情.md,15,其他,大市值小市值今年的一些分析，然后尝试预测小市值行情,其他策略
md,2024_1_origin_explain,18.微盘股研究.md,01,小市值与微盘股,微盘股研究,小市值/微盘股策略
md,2024_1_origin_explain,96.大盘预测器v1.1--引入世界数据.md,05,择时策略,大盘预测器v1.1--引入世界数据,择时策略
md,2024_1_origin_explain,53.微盘400每日再平衡.md,01,小市值与微盘股,微盘400每日再平衡,小市值/微盘股策略
md,2024_1_origin_explain,70.致敬市场(12)——赚钱的策略.md,02,ETF轮动,致敬市场(12)——赚钱的策略,ETF轮动策略
md,2024_1_origin_explain,75.【复现】个股动量效应的识别及球队硬币因子.md,07,趋势跟踪与动量,【复现】个股动量效应的识别及球队硬币因子,动量策略
md,2024_1_origin_explain,63.怎么让龟速变奔跑？以“首版突破一进二”为例.md,03,打板与龙头,"怎么让龟速变奔跑？以""首版突破一进二""为例",龙头/涨停板策略
md,2024_1_origin_explain,71.小试多因子策略，年化65%.md,04,基本面价值选股,小试多因子策略，年化65%,多因子策略
md,2024_1_origin_explain,43.ETF轮动：年化收益82.68%，最大回撤13.54%.md,02,ETF轮动,ETF轮动：年化收益82.68%，最大回撤13.54%,ETF轮动策略
md,2024_1_origin_explain,20.有赚就好-小市值剥头皮改进 2年3.86%回撤.md,01,小市值与微盘股,有赚就好-小市值剥头皮改进 2年3.86%回撤,小市值/微盘股策略
md,2024_1_origin_explain,55.Ahfu的大市值价值投资加自定义邮箱推送.md,04,基本面价值选股,Ahfu的大市值价值投资加自定义邮箱推送,基本面选股策略
md,2024_1_origin_explain,99.波动率交易的前言——期权定价.md,15,其他,波动率交易的前言——期权定价,期权策略
md,2024_1_origin_explain,"36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.md",01,小市值与微盘股,"【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍",基本面选股策略
md,2024_1_origin_explain,"45.[原创]价值投资+期货对冲V4.0,无惧市场大跌.md",11,期货与做空,"[原创]价值投资+期货对冲V4.0,无惧市场大跌",期货/做空策略
md,2024_1_origin_explain,44.分享一个兼顾业绩增长和PEG指标的股票策略.md,04,基本面价值选股,分享一个兼顾业绩增长和PEG指标的股票策略,基本面选股策略
md,2024_1_origin_explain,17.5年超额收益1055%，K线处理大阴线，无未来.md,06,技术指标与形态,5年超额收益1055%，K线处理大阴线，无未来,技术指标策略
md,2024_1_origin_explain,47.随机森林量价多因子选股 短线交易.md,08,机器学习与AI,随机森林量价多因子选股 短线交易,机器学习策略
md,2024_1_origin_explain,30.挖掘中国特色的估值体系投资机会，年化150%+.md,04,基本面价值选股,挖掘中国特色的估值体系投资机会，年化150%+,基本面选股策略
md,2024_1_origin_explain,83.回测“一创模拟盘2号”，最终优化，年化39%.md,06,技术指标与形态,"回测""一创模拟盘2号""，最终优化，年化39%",技术指标策略
md,2024_1_origin_explain,100.全市场归因.md,15,其他,全市场归因,其他策略
md,2024_1_origin_explain,10.多因子宽基ETF择时轮动改进版-高收益大资金低回撤.md,05,择时策略,多因子宽基ETF择时轮动改进版-高收益大资金低回撤,择时策略
md,2024_1_origin_explain,66.SVR机器学习上证综指择时中小板财务选股策略.md,05,择时策略,SVR机器学习上证综指择时中小板财务选股策略,机器学习策略
md,2024_1_origin_explain,56.双人工智能配合，样本外夏普3.9.md,08,机器学习与AI,双人工智能配合，样本外夏普3.9,机器学习策略
md,2024_1_origin_explain,98.FScore9因子模型改进——RFScore7因子.md,04,基本面价值选股,FScore9因子模型改进——RFScore7因子,基本面选股策略
md,2024_1_origin_explain,80.【深度解析 一】经典小市值模型.md,01,小市值与微盘股,【深度解析 一】经典小市值模型,基本面选股策略
md,2024_1_origin_explain,13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.md,04,基本面价值选股,5年15倍的收益，年化79.93%，可实盘，拿走不谢！,基本面选股策略
md,2024_1_origin_explain,34.韶华研究之十八，201系列.md,15,其他,韶华研究之十八，201系列,其他策略
md,2024_1_origin_explain,79.SVR选股的小市值策略.md,01,小市值与微盘股,SVR选股的小市值策略,机器学习策略
md,2024_1_origin_explain,82.实盘模拟的小盘股策略，低频，带基本面优化以及个股风控.md,01,小市值与微盘股,实盘模拟的小盘股策略，低频，带基本面优化以及个股风控,基本面选股策略
md,2024_1_origin_explain,12.致敬聚宽机器学习多因子50只持仓14年37倍.md,08,机器学习与AI,致敬聚宽机器学习多因子50只持仓14年37倍,机器学习策略
md,2024_1_origin_explain,28.正黄旗大妈选股法，修改版，年化92%.md,01,小市值与微盘股,正黄旗大妈选股法，修改版，年化92%,基本面选股策略
